Наименование,Артикул,Валюта,"Цена, с НДС",В наличии,Доступен для заказа,Краткая информация,Описание,Наклейка,Статус,Теги,Meta Title,Meta Description,URL,Срок изготовления,Доставка,Производитель,Серия,Код товара,Категория товара,Артикул,Бренд,Серия,Материал нагревательного элемента,Подключение бесплатно,"Параметры сети, В/А",Лучшая цена,Цвет корпуса,Старая цена,Тип водонагревателя,Форм-фактор,"Литраж, л",Способ нагрева,"Макс. мощность электрическая, Вт","Режимы мощности электрической, Вт",Подключение к стандартной розетке,Установка,Подводка,Способ крепления,Тип управления,Пульт ДУ,Количество внутренних баков,Материал внутреннего бака,Сухой ТЭН,Количество анодов,Количество нагревательных элементов,"Время нагрева на ∆t 45° при макс. мощности, мин.","Постоянные суточные потери, кВт⋅ч/сут","Фактическое годовое потребление эл. энергии, кВт⋅ч","Макс. давление воды, МПа","Мин. давление воды, МПа","Макс. температура нагрева воды, °С",Присоединительный размер,Ускоренный нагрев,Тип электрического нагревательного элемента,Точки водоразбора,Класс IP,УЗО,Защита от включения без воды,Режим предотвращения замерзания,Клапан предохранительный,Термометр,Индикация включения,Индикация нагрева,Самодиагностика,Дисплей,"Расстояние между патрубками подключения, мм","Расстояние от стены до патрубков подключения, мм","Расстояние от крепежных отверстий до патрубков, мм","Расстояние между крепежными отверстиями, max. мм","Расстояние между крепежными отверстиями, min. мм","Расстояние между крепежными планками, мм","Высота, мм","Глубина, мм","Ширина, мм","Вес, кг","Высота упаковки, мм","Глубина упаковки, мм","Ширина упаковки, мм","Вес упаковки, кг",Страна производитель,"Гарантия на внутренний бак, мес","Гарантия на изделие, мес",EAN,Базовая единица,Ставки налогов,Штрихкод,"Размеры (ДхШхВ), см",Изображения
THERMEX ESD 50 V (pro),111 056,RUB,11269.989,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX ESD 50 V (pro) с доставкой на uralenergotel.ru,THERMEX ESD 50 V (pro) по низким ценам у официального дилера завода ТД УЭТ,thermex_esd_50_v_pro,уточняйте у менеджера,Доставка со склада в Москве,Thermex,SafeDry PRO,ESD 50 V (pro),Водонагреватели,111 056,THERMEX,SafeDry PRO,CeramicHeat,,230,,белый,14268,накопительный,Круглый,50,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,биостеклофарфор,да,1,1,100,1.36,496.4,0.7,0.05,75,G' 1/2 наружная резьба,,спиральный,несколько,IPX4,да,,,да,да,да,да,,,100,84,522,236,,,722,378,365,16.8,775,400,400,18.2,РОССИЯ,60,12,4670007717926,шт,20,4670007717926,40x40x77.5,https://shop.thermex.ru/upload/iblock/886/qiw3tpk4x1l3da65a8lcepafl0s13z8q.png
EDISSON ES 30 V (pro),121 006,RUB,4875.669,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,EDISSON ES 30 V (pro) с доставкой на uralenergotel.ru,EDISSON ES 30 V (pro) по низким ценам у официального дилера завода ТД УЭТ,edisson_es_30_v_pro,уточняйте у менеджера,Доставка со склада в Москве,Thermex,ES PRO,EDISSON ES 30 V (pro),Водонагреватели,121 006,EDISSON,ES PRO,медь,,230,,белый,,накопительный,Круглый,30,электрический,2000,,да,вертикальная,нижняя,настенный,механическое,,1,эмаль,,1,1,46,,365,0.6,0.05,70,1/2,,трубчатый,несколько,IPX4,нет,,,да,,да,да,,,100,84,314,236,,,501,378,365,13.5,560,400,400,14.7,РОССИЯ,36,12,4670033314755,шт,20,4670033314755,40x40x56,https://shop.thermex.ru/upload/iblock/231/skud9ph6eyneunozs4r5iid3wc0m00u1.png
EDISSON ER 50 V (pro),121 007,RUB,5319.719,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,EDISSON ER 50 V (pro) с доставкой на uralenergotel.ru,EDISSON ER 50 V (pro) по низким ценам у официального дилера завода ТД УЭТ,edisson_er_50_v_pro,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Glasslined Pro,EDISSON ER 50 V (pro),Водонагреватели,121 007,EDISSON,Glasslined Pro,медь,,230,,белый,,накопительный,Круглый,50,электрический,2000,,да,вертикальная,нижняя,настенный,механическое,,1,эмаль,,1,1,77,1.26,460,0.6,0.05,70,G 1/2,,тэн,несколько,IPX4,нет,,,да,,да,,,,100,125,349,236,,,527,459,445,16.5,585,490,470,18,РОССИЯ,36,12,4670033314700,шт,20,4670033314700,49x47x58.5,https://shop.thermex.ru/upload/iblock/1a7/bza774tmshb606g5kp70oken36uj6udk.png
EDISSON ER 80 V (pro),121 008,RUB,6563.059,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,EDISSON ER 80 V (pro) с доставкой на uralenergotel.ru,EDISSON ER 80 V (pro) по низким ценам у официального дилера завода ТД УЭТ,edisson_er_80_v_pro,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Glasslined Pro,EDISSON ER 80 V (pro),Водонагреватели,121 008,EDISSON,Glasslined Pro,медь,,230,,белый,,накопительный,Круглый,80,электрический,2000,,да,вертикальная,нижняя,настенный,механическое,,1,эмаль,,1,1,123,1.44,526,0.6,0.5,70,G 1/2,,тэн,несколько,IPX4,нет,,,да,,да,,,,100,125,577,236,,,751,459,445,21.2,805,490,470,22.9,РОССИЯ,36,12,4670033314717,шт,20,4670033314717,49x47x80.5,https://shop.thermex.ru/upload/iblock/644/t8w208pt761hartaqiip8g5lixn94b22.png
EDISSON ER 100 V (pro),121 009,RUB,8605.689,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,EDISSON ER 100 V (pro) с доставкой на uralenergotel.ru,EDISSON ER 100 V (pro) по низким ценам у официального дилера завода ТД УЭТ,edisson_er_100_v_pro,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Glasslined Pro,EDISSON ER 100 V (pro),Водонагреватели,121 009,EDISSON,Glasslined Pro,медь,,230,,белый,,накопительный,Круглый,100,электрический,2000,,да,вертикальная,нижняя,настенный,механическое,,1,эмаль,,1,1,154,1.63,595,0.6,0.5,70,G  1/2,,тэн,несколько,IPX4,нет,,,да,,да,,,,100,125,729,236,,,903,459,445,24.4,965,495,475,26.7,РОССИЯ,36,12,4670033314724,шт,20,4670033314724,49.5x47.5x96.5,https://shop.thermex.ru/upload/iblock/f26/ik4uj3nwzqog4m1bhgl08i9c96tthhbm.png
THERMEX Circle 100 V,111 191,RUB,11536.419,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Circle 100 V с доставкой на uralenergotel.ru,THERMEX Circle 100 V по низким ценам у официального дилера завода ТД УЭТ,thermex_circle_100_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Circle,Circle 100 V,Водонагреватели,111 191,THERMEX,Circle,TitaniumHeat,,230,,белый,15588,накопительный,Круглый,100,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,биостеклофарфор,,1,1,210,1.76,642.4,0.7,0.05,70,G 1/2,,трубчатый,несколько,IPX4,да,,,да,да,да,да,,,100,125,739,236,,,903,459,445,24.4,965,495,475,26.7,РОССИЯ,60,24,4670033315301,шт,20,4670033315301,49.5x47.5x96.5,https://shop.thermex.ru/upload/iblock/ba0/i4hj6gy5oclu4uvbtvx1evc9hqtp2a8i.png
THERMEX Circle 50 V Slim,111 193,RUB,9227.358999999999,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Circle 50 V Slim с доставкой на uralenergotel.ru,THERMEX Circle 50 V Slim по низким ценам у официального дилера завода ТД УЭТ,thermex_circle_50_v_slim,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Circle,Circle 50 V Slim,Водонагреватели,111 193,THERMEX,Circle,TitaniumHeat,,230,,белый,11748,накопительный,Круглый,50,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,биостеклофарфор,,1,1,105,1.36,496.4,0.7,0.05,70,G 1/2,,трубчатый,несколько,IPX4,да,,,да,да,да,да,,,100,84,544,236,,,722,378,365,16.8,775,400,400,18.2,РОССИЯ,60,24,4670033315325,шт,20,4670033315325,40x40x77.5,https://shop.thermex.ru/upload/iblock/5f8/5kjxuqg6okp9ftdqzg1alr7aub02nl0c.png
THERMEX Circle 80 V,111 194,RUB,10648.319,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Circle 80 V с доставкой на uralenergotel.ru,THERMEX Circle 80 V по низким ценам у официального дилера завода ТД УЭТ,thermex_circle_80_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Circle,Circle 80 V,Водонагреватели,111 194,THERMEX,Circle,TitaniumHeat,,230,,белый,12828,накопительный,Круглый,80,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,биостеклофарфор,,1,1,170,1.55,565.75,0.7,0.05,70,G 1/2,,трубчатый,несколько,IPX4,да,,,да,да,да,да,,,100,125,587,236,,,751,459,445,21.2,802,490,470,22.9,РОССИЯ,60,24,4670033315332,шт,20,4670033315332,49x47x80.2,https://shop.thermex.ru/upload/iblock/180/o1iuylptm96ft9os7dvddf88hkj0tfmf.png
THERMEX Lima 50 V Wi-Fi,151 187,RUB,14733.579,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Lima 50 V Wi-Fi с доставкой на uralenergotel.ru,THERMEX Lima 50 V Wi-Fi по низким ценам у официального дилера завода ТД УЭТ,thermex_lima_50_v_wi-fi,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Lima Wi-Fi,Lima 50 V Wi-Fi,Водонагреватели,151 187,THERMEX,Lima Wi-Fi,WaveDryHeat,,230,,белый,16590,накопительный,Круглый,50,электрический,2000,2000,да,настенное,нижняя,настенный,электронное,,1,нержавеющая сталь,да,1,1,50,0.9,328.5,0.7,0.05,75,G 1/2,,инфракрасный тэн,несколько,IPX4,да,да,да,да,да,да,да,да,да,100,95,574,240,190,305,748,360,340,11.1,825,390,385,12.7,КИТАЙ,84,12,4670033314861,шт,20,4670033314861,39x38.5x82.5,https://shop.thermex.ru/upload/iblock/d5a/sby4ryji54aly2vrynjsbkx2nzclarte.png
THERMEX Lima 80 V Wi-Fi,151 188,RUB,18108.359,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Lima 80 V Wi-Fi с доставкой на uralenergotel.ru,THERMEX Lima 80 V Wi-Fi по низким ценам у официального дилера завода ТД УЭТ,thermex_lima_80_v_wi-fi,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Lima Wi-Fi,Lima 80 V Wi-Fi,Водонагреватели,151 188,THERMEX,Lima Wi-Fi,WaveDryHeat,,230,,белый,20390,накопительный,Круглый,80,электрический,2000,2000,да,настенное,нижняя,настенный,электронное,,1,нержавеющая сталь,да,1,1,80,1.2,438.2,0.7,0.05,75,G 1/2,,инфракрасный тэн,несколько,IPX4,да,да,да,да,да,да,да,да,да,100,135,637,240,190,400,781,430,410,14.6,862,465,460,16.9,КИТАЙ,84,12,4670033314878,шт,20,4670033314878,46.5x46x86.2,https://shop.thermex.ru/upload/iblock/532/n3zpzjxkqheournz7pudujf0eng34uzg.png
THERMEX Lima 100 V Wi-Fi,151 189,RUB,21749.569000000003,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Lima 100 V Wi-Fi с доставкой на uralenergotel.ru,THERMEX Lima 100 V Wi-Fi по низким ценам у официального дилера завода ТД УЭТ,thermex_lima_100_v_wi-fi,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Lima Wi-Fi,Lima 100 V Wi-Fi,Водонагреватели,151 189,THERMEX,Lima Wi-Fi,WaveDryHeat,,230,,белый,24490,накопительный,Круглый,100,электрический,2000,2000,да,настенное,нижняя,настенный,электронное,,1,нержавеющая сталь,да,1,1,107,1.5,547.5,0.7,0.05,75,G 1/2,,инфракрасный тэн,несколько,IPX4,да,да,да,да,да,да,да,да,да,100,135,706,240,190,400,930,430,410,16.7,1005,465,460,19.5,КИТАЙ,84,12,4670033314847,шт,20,4670033314847,46.5x46x100.5,https://shop.thermex.ru/upload/iblock/9a2/pzqatke1dz3737cnjb8kg0bw1sklisvk.png
THERMEX Nova 150 V,111 025,RUB,20328.609,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Nova 150 V с доставкой на uralenergotel.ru,THERMEX Nova 150 V по низким ценам у официального дилера завода ТД УЭТ,thermex_nova_150_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Nova,Nova 150 V,Водонагреватели,111 025,THERMEX,Nova,EcoDryHeat,,230,,белый,,накопительный,Круглый,150,электрический,2000,2000,да,вертикальная,нижняя,настенный,механическое,,1,биостеклофарфор,да,1,1,231,2.47,900,0.6,0.05,75,,,трубчатый,несколько,IPX4,да,,,да,да,да,да,,,100,125,1109,236,,937,1283,459,445,35.4,1345,495,475,38.4,РОССИЯ,60,12,4670007715182,шт,20,4670007715182,49.5x47.5x134.5,https://shop.thermex.ru/upload/iblock/b6a/02ehtbwu21kzy20offe0vgpwa83rv1qx.png
