Наименование,Артикул,Валюта,"Цена, с НДС",В наличии,Доступен для заказа,Краткая информация,Описание,Наклейка,Статус,Теги,Meta Title,Meta Description,URL,Срок изготовления,Доставка,Производитель,Серия,Код товара,Категория товара,Артикул,Бренд,Серия,Материал нагревательного элемента,Подключение бесплатно,"Параметры сети, В/А",Цвет корпуса,Старая цена,Тип водонагревателя,Форм-фактор,"Литраж, л",Способ нагрева,"Макс. мощность электрическая, Вт","Режимы мощности электрической, Вт",Подключение к стандартной розетке,Установка,Подводка,Способ крепления,Тип управления,Пульт ДУ,Количество внутренних баков,Материал внутреннего бака,Сухой ТЭН,Количество анодов,Количество нагревательных элементов,"Время нагрева на ∆t 45° при макс. мощности, мин.","Постоянные суточные потери, кВт⋅ч/сут","Фактическое годовое потребление эл. энергии, кВт⋅ч","Макс. давление воды, МПа","Мин. давление воды, МПа","Макс. температура нагрева воды, °С",Присоединительный размер,Ускоренный нагрев,Тип электрического нагревательного элемента,Точки водоразбора,Класс IP,Защита от включения без воды,Режим предотвращения замерзания,Клапан предохранительный,"Диапазон регулировки температуры, °С",Термометр,Индикация включения,Индикация нагрева,Самодиагностика,Дисплей,"Расстояние между патрубками подключения, мм","Расстояние от стены до патрубков подключения, мм","Расстояние от крепежных отверстий до патрубков, мм","Расстояние между крепежными отверстиями, max. мм","Высота, мм","Глубина, мм","Ширина, мм","Вес, кг","Высота упаковки, мм","Глубина упаковки, мм","Ширина упаковки, мм","Вес упаковки, кг",Страна производитель,"Гарантия на внутренний бак, мес","Гарантия на изделие, мес",EAN,Базовая единица,Ставки налогов,Штрихкод,"Размеры (ДхШхВ), см",Изображения
THERMEX Mera 10 O,151 243,RUB,6207.819,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Mera 10 O с доставкой на uralenergotel.ru,THERMEX Mera 10 O по низким ценам у официального дилера завода ТД УЭТ,thermex_mera_10_o,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Mera,Mera 10 O,Водонагреватели,151 243,THERMEX,Mera,TitaniumHeat,,230,серый,,накопительный,Мини,10,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,нержавеющая сталь,,1,1,21,0.51,186,0.7,0.05,75,G 1/2,,трубчатый,несколько,IPX4,,,да,35-75,,да,да,,,100,,285,66,416,277,291,4.6,507,335,335,5.6,КИТАЙ,84,12,4670033316919,шт,20,4670033316919,33.5x33.5x50.7,https://shop.thermex.ru/upload/iblock/e19/p97vqq55nj3czwr5tu37ei7vmoo2lqep.png
THERMEX Mera 10 U,151 244,RUB,6207.819,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Mera 10 U с доставкой на uralenergotel.ru,THERMEX Mera 10 U по низким ценам у официального дилера завода ТД УЭТ,thermex_mera_10_u,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Mera,Mera 10 U,Водонагреватели,151 244,THERMEX,Mera,TitaniumHeat,,230,серый,,накопительный,Мини,10,электрический,1500,1500,да,вертикальная,верхняя,напольный,механическое,,1,нержавеющая сталь,,1,1,21,0.6,219,0.7,0.05,75,G 1/2,,трубчатый,несколько,IPX4,,,да,35-75,,да,да,,,100,,285,66,416,277,291,4.6,507,335,335,5.6,КИТАЙ,84,12,4670033316902,шт,20,4670033316902,33.5x33.5x50.7,https://shop.thermex.ru/upload/iblock/994/7d881f3oq2uh39cgcrht7r34taes8w0g.png
THERMEX Mera 15 O,151 245,RUB,7273.539000000001,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Mera 15 O с доставкой на uralenergotel.ru,THERMEX Mera 15 O по низким ценам у официального дилера завода ТД УЭТ,thermex_mera_15_o,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Mera,Mera 15 O,Водонагреватели,151 245,THERMEX,Mera,TitaniumHeat,,230,серый,,накопительный,Мини,15,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,нержавеющая сталь,,1,1,32,0.06,219,0.7,0.05,75,G 1/2,,трубчатый,несколько,IPX4,,,да,35-75,,да,да,,,100,,317,66,448,315,326,5.6,539,375,375,6.7,КИТАЙ,84,12,4670033316889,шт,20,4670033316889,37.5x37.5x53.9,https://shop.thermex.ru/upload/iblock/257/0isjmo2g35wzj1o4b5h2b8iwra7ms907.png
THERMEX Mera 15 U,151 246,RUB,7273.539000000001,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Mera 15 U с доставкой на uralenergotel.ru,THERMEX Mera 15 U по низким ценам у официального дилера завода ТД УЭТ,thermex_mera_15_u,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Mera,Mera 15 U,Водонагреватели,151 246,THERMEX,Mera,TitaniumHeat,,230,серый,,накопительный,Мини,15,электрический,1500,1500,да,вертикальная,верхняя,напольный,механическое,,1,нержавеющая сталь,,1,1,32,0.67,245,0.7,0.05,75,G 1/2,,трубчатый,несколько,IPX4,,,да,35-75,,да,да,,,100,,317,66,448,315,326,5.6,539,375,375,6.7,КИТАЙ,84,12,4670033316896,шт,20,4670033316896,37.5x37.5x53.9,https://shop.thermex.ru/upload/iblock/aed/5askq0fsgnb3iowmerj55gnl4a0trq2k.png
THERMEX Atis 15 U,151 247,RUB,7362.349,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Atis 15 U с доставкой на uralenergotel.ru,THERMEX Atis 15 U по низким ценам у официального дилера завода ТД УЭТ,thermex_atis_15_u,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Atis,Atis 15 U,Водонагреватели,151 247,THERMEX,Atis,медь,,230,серый,,накопительный,Мини,15,электрический,2500,1000/1500/2500,да,вертикальная,верхняя,напольный,механическое,,1,нержавеющая сталь,,1,1,19,0.67,245,0.7,0.05,75,G1/2,да,трубчатый,несколько,IPX4,,,да,35-75,,да,да,,,100,,,,448,326,315,5.7,539,375,375,6.8,КИТАЙ,84,12,4670033316865,шт,20,4670033316865,37.5x37.5x53.9,https://shop.thermex.ru/upload/iblock/8f4/nus4fmfkj3pcbcn6coxe096zyeojk9vo.png
THERMEX Atis 15 O,151 248,RUB,7362.349,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Atis 15 O с доставкой на uralenergotel.ru,THERMEX Atis 15 O по низким ценам у официального дилера завода ТД УЭТ,thermex_atis_15_o,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Atis,Atis 15 O,Водонагреватели,151 248,THERMEX,Atis,медь,,230,серый,,накопительный,Мини,15,электрический,2500,1000/1500/2500,да,вертикальная,нижняя,настенный,механическое,,1,нержавеющая сталь,,1,1,19,0.6,219,0.7,0.05,75,G1/2,да,трубчатый,несколько,IPX4,,,да,35-75,,да,да,,,100,,317,66,448,326,315,5.7,539,375,375,6.8,КИТАЙ,84,12,4670033316872,шт,20,4670033316872,37.5x37.5x53.9,https://shop.thermex.ru/upload/iblock/809/8r4hkzbjxbfxhdi6n8lgsct4rlcv9pt9.png
THERMEX Lodi 10 O,111 286,RUB,6474.249,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Lodi 10 O с доставкой на uralenergotel.ru,THERMEX Lodi 10 O по низким ценам у официального дилера завода ТД УЭТ,thermex_lodi_10_o,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Lodi,Lodi 10 O,Водонагреватели,111 286,THERMEX,Lodi,TitaniumHeat,,230,серый,,накопительный,Мини,10,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,биостеклофарфор,,1,1,21,0.51,186,0.8,0.05,75,G 1/2,,трубчатый,несколько,IPX4,,,да,35-75,,да,да,,,,90,225,70,349,280,349,7.4,405,335,395,8.5,КИТАЙ,84,12,4670033317442,шт,20,4670033317442,33.5x39.5x40.5,https://shop.thermex.ru/upload/iblock/cb3/5ql0t7yyic16452z63uq23kb2mrozf37.png
THERMEX Lodi 10 U,111 287,RUB,6474.249,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Lodi 10 U с доставкой на uralenergotel.ru,THERMEX Lodi 10 U по низким ценам у официального дилера завода ТД УЭТ,thermex_lodi_10_u,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Lodi,Lodi 10 U,Водонагреватели,111 287,THERMEX,Lodi,TitaniumHeat,,230,серый,,накопительный,Мини,10,электрический,1500,1500,да,вертикальная,верхняя,настенный,механическое,,1,биостеклофарфор,,1,1,21,0.6,219,0.8,0.05,75,G 1/2,,трубчатый,несколько,IPX4,,,да,35-75,,да,да,,,,90,160,70,349,280,349,7.4,405,335,395,8.5,КИТАЙ,84,12,4670033317466,шт,20,4670033317466,33.5x39.5x40.5,https://shop.thermex.ru/upload/iblock/614/10lp86seim6dia4nmsm2jvxz9kevz29w.png
THERMEX Lodi 15 O,111 288,RUB,7451.159000000001,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Lodi 15 O с доставкой на uralenergotel.ru,THERMEX Lodi 15 O по низким ценам у официального дилера завода ТД УЭТ,thermex_lodi_15_o,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Lodi,Lodi 15 O,Водонагреватели,111 288,THERMEX,Lodi,TitaniumHeat,,230,серый,,накопительный,Мини,15,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,биостеклофарфор,,1,1,32,0.6,219,0.8,0.05,75,G 1/2,,трубчатый,несколько,IPX4,,,да,35-75,,да,да,,,,101,254,70,389,302,389,9.2,445,365,435,10.5,КИТАЙ,84,12,4670033317510,шт,20,4670033317510,36.5x43.5x44.5,https://shop.thermex.ru/upload/iblock/cb3/5ql0t7yyic16452z63uq23kb2mrozf37.png
THERMEX Lodi 15 U,111 289,RUB,7451.159000000001,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Lodi 15 U с доставкой на uralenergotel.ru,THERMEX Lodi 15 U по низким ценам у официального дилера завода ТД УЭТ,thermex_lodi_15_u,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Lodi,Lodi 15 U,Водонагреватели,111 289,THERMEX,Lodi,TitaniumHeat,,230,серый,,накопительный,Мини,15,электрический,1500,1500,да,вертикальная,верхняя,настенный,механическое,,1,биостеклофарфор,,1,1,32,0.67,245,0.8,0.05,75,G 1/2,,трубчатый,несколько,IPX4,,,да,35-75,,да,да,,,,101,160,70,389,302,389,9.2,445,365,435,10.5,КИТАЙ,84,12,4670033317527,шт,20,4670033317527,36.5x43.5x44.5,https://shop.thermex.ru/upload/iblock/614/10lp86seim6dia4nmsm2jvxz9kevz29w.png
THERMEX Lodi 30 O,111 290,RUB,10293.079,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Lodi 30 O с доставкой на uralenergotel.ru,THERMEX Lodi 30 O по низким ценам у официального дилера завода ТД УЭТ,thermex_lodi_30_o,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Lodi,Lodi 30 O,Водонагреватели,111 290,THERMEX,Lodi,TitaniumHeat,,230,серый,,накопительный,Мини,30,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,биостеклофарфор,,1,1,65,0.98,358,0.8,0.05,75,G 1/2,,трубчатый,несколько,IPX4,,,да,35-75,,да,да,,,,136,289,70,439,372,439,12,500,420,485,13.5,КИТАЙ,84,12,4670033317534,шт,20,4670033317534,42x48.5x50,https://shop.thermex.ru/upload/iblock/cb3/5ql0t7yyic16452z63uq23kb2mrozf37.png
THERMEX Lodi 30 U,111 291,RUB,10293.079,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Lodi 30 U с доставкой на uralenergotel.ru,THERMEX Lodi 30 U по низким ценам у официального дилера завода ТД УЭТ,thermex_lodi_30_u,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Lodi,Lodi 30 U,Водонагреватели,111 291,THERMEX,Lodi,TitaniumHeat,,230,серый,,накопительный,Мини,30,электрический,1500,1500,да,вертикальная,верхняя,настенный,механическое,,1,биостеклофарфор,,1,1,65,1.1,402,0.8,0.05,75,G 1/2,,трубчатый,несколько,IPX4,,,да,35-75,,да,да,,,,136,175,70,439,372,439,12,500,420,485,13.5,КИТАЙ,84,12,4670033317541,шт,20,4670033317541,42x48.5x50,https://shop.thermex.ru/upload/iblock/614/10lp86seim6dia4nmsm2jvxz9kevz29w.png
